 0 0 0 1
    1.56281091491449856956E-02    4.96552687859358465872E-02   -1.09748179214358651556E-04   
    1.56281091491449856956E-02    1.52934780056102864743E-01    1.53719009352750440173E-02   
    1.56281091491449856956E-02    2.69478281555847520856E-01   -1.69201364835782006035E-02   
    1.56281091491449856956E-02    4.13752109894672592816E-01   -2.96462200715465994116E-02   
    1.56281091491449856956E-02    6.14318793491739456591E-01    8.23174194111790658024E-02   
    1.56281091491449856956E-02    9.43214033753145497663E-01   -6.58361937654714929335E-02   
    1.56281091491449856956E-02    1.66198752737549182434E+00    2.31034843179156110238E-02   
    1.56281091491449856956E-02    5.11880618451406288472E+00   -3.76128893191621412051E-03   
    4.81334910444430816301E-02    4.96552687859358465872E-02   -3.08690487483569454830E-02   
    4.81334910444430816301E-02    1.52934780056102864743E-01    1.81046483740641334093E-01   
    4.81334910444430816301E-02    2.69478281555847520856E-01    8.35506500091988957291E-02   
    4.81334910444430816301E-02    4.13752109894672592816E-01    3.00003314141138455184E-01   
    4.81334910444430816301E-02    6.14318793491739456591E-01   -1.04183384981608839759E+00   
    4.81334910444430816301E-02    9.43214033753145497663E-01    8.87399793225455479906E-01   
    4.81334910444430816301E-02    1.66198752737549182434E+00   -3.37765823420398125787E-01   
    4.81334910444430816301E-02    5.11880618451406288472E+00    6.10433161341413996204E-02   
    8.48134770075323757288E-02    4.96552687859358465872E-02   -9.23921200939166464838E-02   
    8.48134770075323757288E-02    1.52934780056102864743E-01   -8.24796878005961797697E-01   
    8.48134770075323757288E-02    2.69478281555847520856E-01    1.08407689446531407818E+00   
    8.48134770075323757288E-02    4.13752109894672592816E-01   -2.12088442745269212253E+00   
    8.48134770075323757288E-02    6.14318793491739456591E-01    4.56571120016916331963E+00   
    8.48134770075323757288E-02    9.43214033753145497663E-01   -3.64050558764478848772E+00   
    8.48134770075323757288E-02    1.66198752737549182434E+00    1.47518843691997569856E+00   
    8.48134770075323757288E-02    5.11880618451406288472E+00   -2.90897441477193208215E-01   
    1.30221088158814363167E-01    4.96552687859358465872E-02    3.31061160490905836973E-01   
    1.30221088158814363167E-01    1.52934780056102864743E-01    1.40076460536315661187E+00   
    1.30221088158814363167E-01    2.69478281555847520856E-01   -3.08920283449008348242E+00   
    1.30221088158814363167E-01    4.13752109894672592816E-01    6.18105891719656241889E+00   
    1.30221088158814363167E-01    6.14318793491739456591E-01   -9.11386248231330675651E+00   
    1.30221088158814363167E-01    9.43214033753145497663E-01    6.52869846471890014072E+00   
    1.30221088158814363167E-01    1.66198752737549182434E+00   -2.90470453420962426705E+00   
    1.30221088158814363167E-01    5.11880618451406288472E+00    6.22174538962072976034E-01   
    1.93345870273069792011E-01    4.96552687859358465872E-02   -5.65281194982010348760E-01   
    1.93345870273069792011E-01    1.52934780056102864743E-01   -1.80974278033785718200E+00   
    1.93345870273069792011E-01    2.69478281555847520856E-01    3.56993103747481921317E+00   
    1.93345870273069792011E-01    4.13752109894672592816E-01   -6.37191825285527002620E+00   
    1.93345870273069792011E-01    6.14318793491739456591E-01    8.28045117929593565975E+00   
    1.93345870273069792011E-01    9.43214033753145497663E-01   -5.19497209673454740653E+00   
    1.93345870273069792011E-01    1.66198752737549182434E+00    2.88231009809802918298E+00   
    1.93345870273069792011E-01    5.11880618451406288472E+00   -6.74165112237140706775E-01   
    2.96859774016057009760E-01    4.96552687859358465872E-02    4.31299476203108156369E-01   
    2.96859774016057009760E-01    1.52934780056102864743E-01    1.33824072470890120812E+00   
    2.96859774016057009760E-01    2.69478281555847520856E-01   -2.18363892246467816705E+00   
    2.96859774016057009760E-01    4.13752109894672592816E-01    2.38444100842750650315E+00   
    2.96859774016057009760E-01    6.14318793491739456591E-01   -2.68881302601390714813E+00   
    2.96859774016057009760E-01    9.43214033753145497663E-01    1.29896274159358493527E+00   
    2.96859774016057009760E-01    1.66198752737549182434E+00   -1.50476701999791440123E+00   
    2.96859774016057009760E-01    5.11880618451406288472E+00    3.79377368445788731854E-01   
    5.23080895892732988806E-01    4.96552687859358465872E-02   -2.51101428832581963224E-01   
    5.23080895892732988806E-01    1.52934780056102864743E-01   -1.02023015899999691669E+00   
    5.23080895892732988806E-01    2.69478281555847520856E-01    1.99744662132016315148E+00   
    5.23080895892732988806E-01    4.13752109894672592816E-01   -2.42093017964718759671E+00   
    5.23080895892732988806E-01    6.14318793491739456591E-01    2.42226145270265780240E+00   
    5.23080895892732988806E-01    9.43214033753145497663E-01   -8.60440157265283334098E-01   
    5.23080895892732988806E-01    1.66198752737549182434E+00    7.16804403979623083742E-01   
    5.23080895892732988806E-01    5.11880618451406288472E+00   -1.32825168816127020532E-01   
    1.61105283932250653578E+00    4.96552687859358465872E-02    1.80719813970180775975E-01   
    1.61105283932250653578E+00    1.52934780056102864743E-01    7.11914251753172910853E-01   
    1.61105283932250653578E+00    2.69478281555847520856E-01   -1.37825302445312458666E+00   
    1.61105283932250653578E+00    4.13752109894672592816E-01    1.91543414053013272280E+00   
    1.61105283932250653578E+00    6.14318793491739456591E-01   -2.33024997823613544412E+00   
    1.61105283932250653578E+00    9.43214033753145497663E-01    9.39492896971947932805E-01   
    1.61105283932250653578E+00    1.66198752737549182434E+00   -3.17746891058573455169E-01   
    1.61105283932250653578E+00    5.11880618451406288472E+00    3.19600319316168043904E-02   
 1 1 1 0
    2.08899409686775332229E-02    6.63737131487059095480E-02   -4.86509845345967081929E-05   
    2.08899409686775332229E-02    2.08829248780522475082E-01   -3.91475147814265278241E-05   
    2.08899409686775332229E-02    3.86854350086040466028E-01    1.11583207128094290500E-04   
    2.08899409686775332229E-02    6.57032024839905637315E-01   -1.09563910379118222308E-04   
    2.08899409686775332229E-02    1.21714605803276687546E+00    5.00506555116625594820E-05   
    2.08899409686775332229E-02    3.82946327540381670218E+00   -1.53247692675224929219E-05   
    6.57252769599412367540E-02    6.63737131487059095480E-02   -1.15394612703264412882E-04   
    6.57252769599412367540E-02    2.08829248780522475082E-01   -4.96579325758184780826E-03   
    6.57252769599412367540E-02    3.86854350086040466028E-01    4.37376053830406969630E-03   
    6.57252769599412367540E-02    6.57032024839905637315E-01   -3.63144264468463458598E-03   
    6.57252769599412367540E-02    1.21714605803276687546E+00    1.99241495552346208064E-03   
    6.57252769599412367540E-02    3.82946327540381670218E+00   -7.51147088964064816793E-04   
    1.21755498576186838022E-01    6.63737131487059095480E-02    1.89135816420235802976E-04   
    1.21755498576186838022E-01    2.08829248780522475082E-01    4.21437399248738697038E-03   
    1.21755498576186838022E-01    3.86854350086040466028E-01   -2.00993959980057639025E-02   
    1.21755498576186838022E-01    6.57032024839905637315E-01    1.01814170154084920883E-02   
    1.21755498576186838022E-01    1.21714605803276687546E+00   -5.27601411491122017361E-03   
    1.21755498576186838022E-01    3.82946327540381670218E+00    2.23640302748305107999E-03   
    2.06789097103631053232E-01    6.63737131487059095480E-02   -1.89881961368632955905E-04   
    2.06789097103631053232E-01    2.08829248780522475082E-01   -5.55974135700674533533E-03   
    2.06789097103631053232E-01    3.86854350086040466028E-01    8.38204257369158309277E-03   
    2.06789097103631053232E-01    6.57032024839905637315E-01   -1.64231649554893999188E-02   
    2.06789097103631053232E-01    1.21714605803276687546E+00    5.03250569017084110196E-03   
    2.06789097103631053232E-01    3.82946327540381670218E+00   -2.45547483734688759896E-03   
    3.83074987014777157412E-01    6.63737131487059095480E-02    1.36957139511279749750E-04   
    3.83074987014777157412E-01    2.08829248780522475082E-01    5.27342681907498264660E-03   
    3.83074987014777157412E-01    3.86854350086040466028E-01   -1.86120017251817121851E-04   
    3.83074987014777157412E-01    6.57032024839905637315E-01    4.85942198201535884017E-03   
    3.83074987014777157412E-01    1.21714605803276687546E+00   -1.12542518909063398586E-03   
    3.83074987014777157412E-01    3.82946327540381670218E+00    8.81921150967226595736E-04   
    1.20525518266057618533E+00    6.63737131487059095480E-02    8.88523129555050766415E-06   
    1.20525518266057618533E+00    2.08829248780522475082E-01    3.15864210494996031434E-03   
    1.20525518266057618533E+00    3.86854350086040466028E-01    1.44631556240976070354E-02   
    1.20525518266057618533E+00    6.57032024839905637315E-01   -5.39425276537554981848E-03   
    1.20525518266057618533E+00    1.21714605803276687546E+00   -1.07494539563378040462E-03   
    1.20525518266057618533E+00    3.82946327540381670218E+00   -5.09531015395298233703E-04   
 2 0 2 1
    2.08899409686775332229E-02    6.63737131487059095480E-02    3.20700115364820372626E-07   
    2.08899409686775332229E-02    2.08829248780522475082E-01    1.41777053288720344639E-05   
    2.08899409686775332229E-02    3.86854350086040466028E-01   -5.93324493980439316874E-06   
    2.08899409686775332229E-02    6.57032024839905637315E-01   -9.92062152687395661815E-06   
    2.08899409686775332229E-02    1.21714605803276687546E+00    2.07729038475578574536E-05   
    2.08899409686775332229E-02    3.82946327540381670218E+00   -1.12891870839165990180E-05   
    6.57252769599412367540E-02    6.63737131487059095480E-02   -1.23908427054098295092E-04   
    6.57252769599412367540E-02    2.08829248780522475082E-01    2.17351169723461763034E-03   
    6.57252769599412367540E-02    3.86854350086040466028E-01   -1.66086416991452772048E-03   
    6.57252769599412367540E-02    6.57032024839905637315E-01    8.00427967089704364353E-04   
    6.57252769599412367540E-02    1.21714605803276687546E+00   -6.29832653924803070183E-04   
    6.57252769599412367540E-02    3.82946327540381670218E+00    3.71291549234638556653E-04   
    1.21755498576186838022E-01    6.63737131487059095480E-02   -2.47535471749023251384E-03   
    1.21755498576186838022E-01    2.08829248780522475082E-01   -1.66848793906489547070E-03   
    1.21755498576186838022E-01    3.86854350086040466028E-01    9.57418941010814393555E-03   
    1.21755498576186838022E-01    6.57032024839905637315E-01   -1.04315430104130421086E-03   
    1.21755498576186838022E-01    1.21714605803276687546E+00    1.19230971115408951322E-03   
    1.21755498576186838022E-01    3.82946327540381670218E+00   -1.90368968467347771112E-03   
    2.06789097103631053232E-01    6.63737131487059095480E-02    1.91318185129603465962E-03   
    2.06789097103631053232E-01    2.08829248780522475082E-01   -1.01695534287321739074E-03   
    2.06789097103631053232E-01    3.86854350086040466028E-01    4.81020054348012694040E-03   
    2.06789097103631053232E-01    6.57032024839905637315E-01   -1.77616444056178900135E-02   
    2.06789097103631053232E-01    1.21714605803276687546E+00    1.11897488260113767145E-02   
    2.06789097103631053232E-01    3.82946327540381670218E+00    2.65858491117797104270E-03   
    3.83074987014777157412E-01    6.63737131487059095480E-02   -2.65056935607277770195E-02   
    3.83074987014777157412E-01    2.08829248780522475082E-01   -1.37342169143285994237E-02   
    3.83074987014777157412E-01    3.86854350086040466028E-01    2.45227249454235823878E-02   
